blinded_item_id,source_audit_id,domain,dataset,task,candidate_unit,source_arm,asset_ref,context_ref,audit_question,support_semantics,score_recorded_in_key_only,candidate_rank_recorded_in_key_only,packet_freeze_status,external_label_status,asset_locator_status,claim_role,source_template
EXTAUD-00050,SPREL-000015,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,PARC_release_spacenet_prospective_packet,SN7::L15-0632E-0892N_2528_4620_13::2019-12->2020-01::393->393::30aada07022396fa->30aada07022396fa,aoi=L15-0632E-0892N_2528_4620_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,visual_same_building_temporal_link_support,0.9997470307381634,,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,PARC_release_spacenet_prospective_packet
EXTAUD-00051,iwild-rel-000006,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,PARC_release_iwildcam_alpha0.20_K50,iwildcam_l392_img3002_d001_animal,location=392 video=39200 frame=1,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,image_level_animal_presence_support,0.9469857215881348,6,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,PARC_release_iwildcam_alpha0.20_K50
EXTAUD-00052,SPRAW-000129,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,raw_topK_spacenet_matched_count,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::25->25::d2da0fdb9e99c3e8->d2da0fdb9e99c3e8,aoi=L15-0760E-0887N_3041_4643_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,visual_same_building_temporal_link_support,0.9997465645425074,,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,raw_topK_spacenet_matched_count
EXTAUD-00053,iwild-raw-000021,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,raw_topK_iwildcam_matched_count,iwildcam_l470_img905_d001_animal,location=470 video=47002 frame=104,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,image_level_animal_presence_support,0.9436473846435548,21,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,raw_topK_iwildcam_matched_count
EXTAUD-00054,iwild-raw-000198,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,raw_topK_iwildcam_matched_count,iwildcam_l526_img4972_d001_animal,location=526 video=52604 frame=171,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,image_level_animal_presence_support,0.9326138496398926,198,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,raw_topK_iwildcam_matched_count
EXTAUD-00055,iwild-raw-000054,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,raw_topK_iwildcam_matched_count,iwildcam_l470_img829_d001_animal,location=470 video=47000 frame=28,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,image_level_animal_presence_support,0.9402031302452089,54,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,raw_topK_iwildcam_matched_count
EXTAUD-00056,iwild-raw-000114,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,raw_topK_iwildcam_matched_count,iwildcam_l449_img4026_d001_animal,location=449 video=44900 frame=25,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,image_level_animal_presence_support,0.9361681938171388,114,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,raw_topK_iwildcam_matched_count
EXTAUD-00057,iwild-rel-000147,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,PARC_release_iwildcam_alpha0.20_K50,iwildcam_l218_img2247_d001_animal,location=218 video=21801 frame=46,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,image_level_animal_presence_support,0.9351110458374025,147,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,PARC_release_iwildcam_alpha0.20_K50
EXTAUD-00058,SPREL-000006,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,PARC_release_spacenet_prospective_packet,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::2757->2757::e1a2bc12f8e8b775->e1a2bc12f8e8b775,aoi=L15-0586E-1127N_2345_3680_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,visual_same_building_temporal_link_support,0.9997470441174472,,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,PARC_release_spacenet_prospective_packet
EXTAUD-00059,iwild-rel-000057,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,PARC_release_iwildcam_alpha0.20_K50,iwildcam_l177_img1813_d001_animal,location=177 video=17700 frame=12,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,image_level_animal_presence_support,0.9399285912513732,57,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,PARC_release_iwildcam_alpha0.20_K50
EXTAUD-00060,iwild-raw-000023,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,raw_topK_iwildcam_matched_count,iwildcam_l449_img4167_d001_animal,location=449 video=44904 frame=166,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,image_level_animal_presence_support,0.94345623254776,23,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,raw_topK_iwildcam_matched_count
EXTAUD-00061,SPRAW-000243,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,raw_topK_spacenet_matched_count,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::1430->1430::1e702c9c000157d9->1e702c9c000157d9,aoi=L15-0586E-1127N_2345_3680_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,visual_same_building_temporal_link_support,0.9997463158894052,,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,raw_topK_spacenet_matched_count
EXTAUD-00062,SPREL-000068,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,PARC_release_spacenet_prospective_packet,SN7::L15-0595E-1278N_2383_3079_13::2019-12->2020-01::1615->1615::43e1d8b93fceacb8->43e1d8b93fceacb8,aoi=L15-0595E-1278N_2383_3079_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,visual_same_building_temporal_link_support,0.9997468132934066,,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,PARC_release_spacenet_prospective_packet
EXTAUD-00063,SPREL-000031,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,PARC_release_spacenet_prospective_packet,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::4853->4853::eff25b8febdcd274->eff25b8febdcd274,aoi=L15-0586E-1127N_2345_3680_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,visual_same_building_temporal_link_support,0.9997470024601331,,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,PARC_release_spacenet_prospective_packet
EXTAUD-00064,iwild-rel-000052,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,PARC_release_iwildcam_alpha0.20_K50,iwildcam_l449_img4121_d001_animal,location=449 video=44903 frame=120,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,image_level_animal_presence_support,0.9405092597007751,52,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,PARC_release_iwildcam_alpha0.20_K50
EXTAUD-00065,iwild-raw-000057,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,raw_topK_iwildcam_matched_count,iwildcam_l177_img1813_d001_animal,location=177 video=17700 frame=12,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,image_level_animal_presence_support,0.9399285912513732,57,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,raw_topK_iwildcam_matched_count
EXTAUD-00066,iwild-rel-000161,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,PARC_release_iwildcam_alpha0.20_K50,iwildcam_l218_img2269_d001_animal,location=218 video=21801 frame=68,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,image_level_animal_presence_support,0.9343858957290648,164,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,PARC_release_iwildcam_alpha0.20_K50
EXTAUD-00067,iwild-raw-000268,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,raw_topK_iwildcam_matched_count,iwildcam_l3_img377_d001_animal,location=3 video=304 frame=176,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,image_level_animal_presence_support,0.9303154349327089,268,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,raw_topK_iwildcam_matched_count
EXTAUD-00068,iwild-rel-000142,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,PARC_release_iwildcam_alpha0.20_K50,iwildcam_l119_img5769_d001_animal,location=119 video=11904 frame=168,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,image_level_animal_presence_support,0.9352638721466064,142,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,PARC_release_iwildcam_alpha0.20_K50
EXTAUD-00069,SPRAW-000059,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,raw_topK_spacenet_matched_count,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::3954->3954::b711e6c5e9dc0034->b711e6c5e9dc0034,aoi=L15-0586E-1127N_2345_3680_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,visual_same_building_temporal_link_support,0.999746732963986,,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,raw_topK_spacenet_matched_count
EXTAUD-00070,SPREL-000019,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,PARC_release_spacenet_prospective_packet,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::8480->8480::a0c2a178da560918->a0c2a178da560918,aoi=L15-0760E-0887N_3041_4643_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,visual_same_building_temporal_link_support,0.9997470284202464,,frozen_before_external_labels,pending_not_completed_evidence,requires_restricted_dataset_asset_resolver_raw_media_not_in_public_repo,external_blind_audit_packet_not_completed_audit_evidence,PARC_release_spacenet_prospective_packet
