candidate_id,generator,generator_mode,formula,reduced_formula,chemical_system,anonymous_formula,n_sites,space_group,structure_ref,structure_sha256,generation_rank,generation_status
mattergen_pilot_5k_3gpu_00070,MatterGen,mattergen_base_unconditional_smoke,Cu6 Pd2 Rh1,Cu6Pd2Rh,Cu-Pd-Rh,AB2C6,9,Cm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1060.cif,0451e800f4747f8915becea7db6ada02f771e54d800fa182113c44e73d009b73,70,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00071,MatterGen,mattergen_base_unconditional_smoke,Ca2 Tl1 Cd6,Ca2TlCd6,Ca-Cd-Tl,AB2C6,9,P6/mmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1061.cif,906aeac29aa1d01ecce8ca9e276afc5edc88ec82a27d0eb2c3eec523280e2983,71,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00072,MatterGen,mattergen_base_unconditional_smoke,Ba4 Hg1 Rh2,Ba4HgRh2,Ba-Hg-Rh,AB2C4,7,R-3m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1062.cif,ed15c3cac672cb5a6413001d64f6d363236b817690504d40f76f62e4d38af655,72,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00073,MatterGen,mattergen_base_unconditional_smoke,As1 Pd2 Pb6,As(PdPb3)2,As-Pb-Pd,AB2C6,9,C2/m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1063.cif,a344dc41f176a1d141f192b3df1a8ab0533a700e14c85711f43cd3e9ddb5b131,73,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00074,MatterGen,mattergen_base_unconditional_smoke,K2 Pr4 Tl2 S8,KPr2TlS4,K-Pr-S-Tl,ABC2D4,16,Imma,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1064.cif,c2f5636914b7f9f02f4c811037e766413cd962d1a3523f26a364ab96c5a35466,74,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00075,MatterGen,mattergen_base_unconditional_smoke,Cs2 K1 Ru1 Cl6,Cs2KRuCl6,Cl-Cs-K-Ru,ABC2D6,10,P-3m1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1065.cif,172319708e703fbb733cfb7d2c1b7e827d05548ad060eb61f7f6fd9095d17849,75,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00076,MatterGen,mattergen_base_unconditional_smoke,Ho2 Sn1 Rh1,Ho2SnRh,Ho-Rh-Sn,ABC2,4,P4/mmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1066.cif,780ff4b8b605366f5e9196fe623754e8f39589ae6c14ed59d583b22375d3349a,76,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00077,MatterGen,mattergen_base_unconditional_smoke,Lu1 Cu1 Ge1,LuCuGe,Cu-Ge-Lu,ABC,3,P-6m2,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1067.cif,de0e54d464d24ef90be92fb14533a773fcc901e9a1ea4c9a092ecd037bf4400c,77,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00078,MatterGen,mattergen_base_unconditional_smoke,Ca1 Sm2 Y1,CaSm2Y,Ca-Sm-Y,ABC2,4,R3m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1068.cif,49ecb81ff2c09334c4dde0b47e8cd7fb48c0fe0f8193ea121281d988ea06c59e,78,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00079,MatterGen,mattergen_base_unconditional_smoke,Pd1 Pb1 Au1,PdPbAu,Au-Pb-Pd,ABC,3,F-43m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1069.cif,85130ed77b9d3f9463258c94a9bc9fcb6a3c0545e9de37baf32c643d71f95407,79,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00080,MatterGen,mattergen_base_unconditional_smoke,Nb1 V3 S6,Nb(VS2)3,Nb-S-V,AB3C6,10,Pm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_107.cif,f9cb1fc86ed13c45e220651fad92d9e2fd1e334ff00cbbfaec831fff74e167a7,80,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00081,MatterGen,mattergen_base_unconditional_smoke,Li2 Zr4 Ni2 Se8,LiZr2NiSe4,Li-Ni-Se-Zr,ABC2D4,16,Cmcm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1070.cif,ee9304e30b6dc24cf083abcd14d80af664780e721a02d7f8b37641fb6f69bb8d,81,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00082,MatterGen,mattergen_base_unconditional_smoke,Ce1 Sm1 Zn2 Ge2,CeSm(ZnGe)2,Ce-Ge-Sm-Zn,ABC2D2,6,P-3m1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1071.cif,b4448bae2ee15b828965cd19c2bd27fbdb6919d4eed53667cdcb28f02bdf1bfa,82,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00083,MatterGen,mattergen_base_unconditional_smoke,Ce2 Sm3 In3,Ce2(SmIn)3,Ce-In-Sm,A2B3C3,8,Immm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1072.cif,9b2d5b786acce676b5778b85f7d89cba057d0cf02b95d6a346418850c755655a,83,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00084,MatterGen,mattergen_base_unconditional_smoke,La2 Fe1 Re3 Ge4,La2FeRe3Ge4,Fe-Ge-La-Re,AB2C3D4,10,P-4m2,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1073.cif,16033994bf7b65eeb4cf170936b74c3f4b7ed6c081c0f63f06e107fb1e4b69ad,84,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00085,MatterGen,mattergen_base_unconditional_smoke,Cs3 Ca2 V1 F9,Cs3Ca2VF9,Ca-Cs-F-V,AB2C3D9,15,P-3m1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1074.cif,660a933a4c335b6c5ce19fb7f638cb71c424c349cd280063e666c20e0e7f48cf,85,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00086,MatterGen,mattergen_base_unconditional_smoke,Sm1 Mg2 Sc1,SmMg2Sc,Mg-Sc-Sm,ABC2,4,Fm-3m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1075.cif,cb2dceb84454baa5735b1e48f63c197101da37a44f28d3677712a12c48a56e45,86,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00087,MatterGen,mattergen_base_unconditional_smoke,Sc3 Co6 Ge4 P1,Sc3Co6Ge4P,Co-Ge-P-Sc,AB3C4D6,14,Cm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1076.cif,e1aa82a03eed49b424c1a8c5e8d9266c34d98b3809ea466238af55aca7ca0fed,87,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00088,MatterGen,mattergen_base_unconditional_smoke,Li4 Cu2 F12,Li2CuF6,Cu-F-Li,AB2C6,18,C2/m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1077.cif,80d09b588e50558bac451c414f8c6a7887650586f20525b5ce9155ccf1ebee31,88,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00089,MatterGen,mattergen_base_unconditional_smoke,Cs5 Ag1 I6,Cs5AgI6,Ag-Cs-I,AB5C6,12,C2/m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1078.cif,2998a4c7be13fb6d5ea94edb204bf40d13f49804ba62e2b81ad4266eccc8a7c3,89,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00090,MatterGen,mattergen_base_unconditional_smoke,Mg1 Au2 Br4,Mg(AuBr2)2,Au-Br-Mg,AB2C4,7,P-42m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1079.cif,5fc0fcecbaf4510b387d93d532998fddda23cfcb38771e0dc621b78aadae80cb,90,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00091,MatterGen,mattergen_base_unconditional_smoke,Y1 Tm3 I2 O4,YTm3(IO2)2,I-O-Tm-Y,AB2C3D4,10,Amm2,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_108.cif,f3c05d80ad4bdb39f618ab504286881411d1bc4cae36b83e89ffb24a2df01d41,91,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00092,MatterGen,mattergen_base_unconditional_smoke,Li1 Er2 Tl6,Li(ErTl3)2,Er-Li-Tl,AB2C6,9,P-3m1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1080.cif,4c976ccce7d3817e01e87ac8220373ff5d884c140bf5e0886ef8a7c0bad8597f,92,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00093,MatterGen,mattergen_base_unconditional_smoke,Li1 Sb1 Se2,LiSbSe2,Li-Sb-Se,ABC2,4,R-3m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1081.cif,8e0c3a6c141178f70c6e6635be0ed4398894e36f71ac621dff32726ad6d50d1f,93,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00094,MatterGen,mattergen_base_unconditional_smoke,Er1 Zn1 Pd2,ErZnPd2,Er-Pd-Zn,ABC2,4,Fm-3m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1082.cif,f522bda71a125879dc8abbfb6aa8b44b70754ce2920169af9a467a35fb1693aa,94,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00095,MatterGen,mattergen_base_unconditional_smoke,Rb6 Cd4 Te6,Rb3Cd2Te3,Cd-Rb-Te,A2B3C3,16,P-1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1083.cif,f252893544a2fa033c88447abe184cba9a226e93d1b18c4507f6a2ed9f53a4f9,95,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00096,MatterGen,mattergen_base_unconditional_smoke,Na5 Re1 O6,Na5ReO6,Na-O-Re,AB5C6,12,C2/m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1084.cif,e4b1c1122a2ad265cbdeb097da53c73a6dbb286a064b64622cdbe6956c5eff55,96,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00097,MatterGen,mattergen_base_unconditional_smoke,Co8 Cu4 Si8,Co2CuSi2,Co-Cu-Si,AB2C2,20,P1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1085.cif,6b23656097a1f86303db77195bd0014e31884506a15ffe1d5f4eec13c73e8df5,97,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00098,MatterGen,mattergen_base_unconditional_smoke,Na1 Ca1 Pb1 Au1,NaCaPbAu,Au-Ca-Na-Pb,ABCD,4,F-43m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1086.cif,c65e41ecdca0eda3694aa7d48f6ffe6e3302a7ab3c0c3702f277421a22c746c9,98,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00099,MatterGen,mattergen_base_unconditional_smoke,Li6 Cd11 Pd2,Li6Cd11Pd2,Cd-Li-Pd,A2B6C11,19,Pm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1087.cif,b79428b6f24aeb21a8fddcf09e59350d3b0cc1c257703fb1cd13501157007d7e,99,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00100,MatterGen,mattergen_base_unconditional_smoke,Li1 Pr4 Tl1 Te6,LiPr4TlTe6,Li-Pr-Te-Tl,ABC4D6,12,Cm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1088.cif,7cb9f2c2df629970ca57a16456a2661068bae81f21625a8810afb92d0c8cacee,100,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00101,MatterGen,mattergen_base_unconditional_smoke,Cd2 In1 Hg1,Cd2InHg,Cd-Hg-In,ABC2,4,P2/m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1089.cif,1d6071dd6c2c55c14ff46f028ff8e12a526a0ab3eb0e343a78fce64a628b6ef2,101,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00102,MatterGen,mattergen_base_unconditional_smoke,Dy1 Er1 Nb2 O8,DyErNb2O8,Dy-Er-Nb-O,ABC2D8,12,I-4,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_109.cif,82e98e6ff1bb1e1a3c9310ec415ed7a278658d398313b2b5627eaa3f5f301203,102,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00103,MatterGen,mattergen_base_unconditional_smoke,Lu1 Pb1 Se2,LuPbSe2,Lu-Pb-Se,ABC2,4,P3m1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1090.cif,aae21d4e900ab3f9a0888226358cb4337766dc7c0607daf2367d54b6af66be92,103,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00104,MatterGen,mattergen_base_unconditional_smoke,Sm2 Ho3 Sc2,Sm2Ho3Sc2,Ho-Sc-Sm,A2B2C3,7,Cm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1091.cif,a6390807266c25d200d7b1155dafd8d3c72ea6a71aa206bcc96893636733443f,104,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00105,MatterGen,mattergen_base_unconditional_smoke,Dy2 S6 Br3,Dy2(S2Br)3,Br-Dy-S,A2B3C6,11,P1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1092.cif,189c62de0019982c6bfe0d28502c4b189e72be74ac04e8c89a9755120171d51c,105,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00106,MatterGen,mattergen_base_unconditional_smoke,Dy2 Cu4 Ni5,Dy2Cu4Ni5,Cu-Dy-Ni,A2B4C5,11,Fmmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1093.cif,25631e97d7c49f854fe28d14c8ff45d4bab8b764ed9b223c5c44d7b653133836,106,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00107,MatterGen,mattergen_base_unconditional_smoke,Dy8 Si2 Hg2 C2,Dy4SiHgC,C-Dy-Hg-Si,ABCD4,14,Cmmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1094.cif,49ed8c3301ebf9a63e8734ca4ec8036fb0828b63a28e2f12c61062a56a0adf94,107,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00108,MatterGen,mattergen_base_unconditional_smoke,H1 Au1 Br6,HAuBr6,Au-Br-H,ABC6,8,P-1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1095.cif,dc8539332433fc6fbda8bb8310b8f88c649c6337c512795e2a433ddf30f3df42,108,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00109,MatterGen,mattergen_base_unconditional_smoke,Tb4 Si2 Ge2 C2,Tb2SiGeC,C-Ge-Si-Tb,ABCD2,10,Pmn2_1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1096.cif,8676b12da196fb98b3e577184c54e1fcad09721af1e9bab7a1a73935f1915790,109,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00110,MatterGen,mattergen_base_unconditional_smoke,K2 Ag4 Br12,K(AgBr3)2,Ag-Br-K,AB2C6,18,P1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1097.cif,8826d1f0545b89a0253b8e07f48aef40292f5243e977d0b5ed836dfb608589cb,110,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00111,MatterGen,mattergen_base_unconditional_smoke,Ce3 Cd4 In4,Ce3(CdIn)4,Cd-Ce-In,A3B4C4,11,Cm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1098.cif,17fcf18d2cd19b079ba00dca21ad288dac15dd8634aaeb971239e9c30c0a571f,111,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00112,MatterGen,mattergen_base_unconditional_smoke,Ca1 Be1 Ge2 Pd1,CaBeGe2Pd,Be-Ca-Ge-Pd,ABCD2,5,I-4m2,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1099.cif,02a01219f2275556012e4a50966283a479fb357163d1aa9c2a3974153603a584,112,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00113,MatterGen,mattergen_base_unconditional_smoke,K3 Rb2 Ti1 Cl6,K3Rb2TiCl6,Cl-K-Rb-Ti,AB2C3D6,12,C2/m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_11.cif,767d6b5ae86fede59c2d653f05be28bf4ac49c288d178307f7be4f485d575b45,113,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00114,MatterGen,mattergen_base_unconditional_smoke,Y1 Co1 Ge2 Rh1,YCoGe2Rh,Co-Ge-Rh-Y,ABCD2,5,I-4m2,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_110.cif,f53738422573d641650b86464fd1a4fc3682d4b6fa8dca31ce443835864f0a34,114,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00115,MatterGen,mattergen_base_unconditional_smoke,Sm3 Y3 Ho1 Sc2,Sm3Y3HoSc2,Ho-Sc-Sm-Y,AB2C3D3,9,Cm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1100.cif,03f22327829a18dce7108aeed71ecd7f06e21b96565c1e1a60b6759e6d873e38,115,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00116,MatterGen,mattergen_base_unconditional_smoke,K1 Na2 Au1 Br8,KNa2AuBr8,Au-Br-K-Na,ABC2D8,12,P-1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1101.cif,8d921482572f6a2c2e27a048c9695367044bdd0502945318a1d4aab453532b47,116,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00117,MatterGen,mattergen_base_unconditional_smoke,Tb2 Sc1 Al1 C1,Tb2ScAlC,Al-C-Sc-Tb,ABCD2,5,P4/mmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1102.cif,8fdf64b42077b1b4ca49d0e3d9edb4f68cef49aae1176ffdc3e92ef2844219e3,117,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00118,MatterGen,mattergen_base_unconditional_smoke,Nd4 Tl2 Au4,Nd2TlAu2,Au-Nd-Tl,AB2C2,10,P-1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1103.cif,e9b8b9ec9c9581c1b0e89121aec69d02950a8ef61967a018888a40966e6d5b5a,118,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00119,MatterGen,mattergen_base_unconditional_smoke,Sm2 Al4 Zn1 Au3,Sm2Al4ZnAu3,Al-Au-Sm-Zn,AB2C3D4,10,P-4m2,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1104.cif,8cbc6a8749b5aa84f1d05bd173ae1319593f4f8a81f11f0ec39c08c78ffb4965,119,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00120,MatterGen,mattergen_base_unconditional_smoke,Rb1 Ge2 Au3,RbGe2Au3,Au-Ge-Rb,AB2C3,6,C2/m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1105.cif,21e13b41981b45ba3f6acbba235751ddfec875a9760fc9f92e5ff86f16fba43a,120,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00121,MatterGen,mattergen_base_unconditional_smoke,Lu1 Bi2 Pb1,LuBi2Pb,Bi-Lu-Pb,ABC2,4,P4/mmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1106.cif,226d0752bbc074bd31ecb61b07cdc2d45a2c98a728aefc93c86d1892aec9e34a,121,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00122,MatterGen,mattergen_base_unconditional_smoke,Ba3 Hg3 F12,BaHgF4,Ba-F-Hg,ABC4,18,P1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1107.cif,2af86f851152e8604aa1b29b51ba8931c7693a3fdb3d0b4ba8b7c199ec658286,122,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00123,MatterGen,mattergen_base_unconditional_smoke,Zn4 Hg1 Pb1 Br12,Zn4HgPbBr12,Br-Hg-Pb-Zn,ABC4D12,18,P1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1108.cif,f28ca52a9eb819b5faa34dd423f9935368261fac6aba45ce3aa551a67e4b14fa,123,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00124,MatterGen,mattergen_base_unconditional_smoke,K6,K,K,A,6,Cmcm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1109.cif,f56a12dc75c174e0de1779a0d443f8c19024471c7d8cddb541d35953eedd75bf,124,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00125,MatterGen,mattergen_base_unconditional_smoke,Ho1 Tm1 Pd1 Ru1,HoTmPdRu,Ho-Pd-Ru-Tm,ABCD,4,F-43m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_111.cif,2d15de2e217bc8e8fcd08ecbaea8404b500df75cfe3eb635d7656e5f7000436f,125,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00126,MatterGen,mattergen_base_unconditional_smoke,Rb1 Li2 Ag1 Au1 Cl6,RbLi2AgAuCl6,Ag-Au-Cl-Li-Rb,ABCD2E6,11,P-1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1110.cif,9c373ce839e7225bacb7c1eb256fc384969afb8fb14b7cd5905caf18320d56c0,126,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00127,MatterGen,mattergen_base_unconditional_smoke,Nb2 As2 Pd2 Rh2,NbAsPdRh,As-Nb-Pd-Rh,ABCD,8,Pmm2,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1111.cif,b059fb3377a34c9683e314bf357361cc9457e79ac1a5c70618e0ea9b58c4aecb,127,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00128,MatterGen,mattergen_base_unconditional_smoke,Y2 Cu3 Si4 Pt1,Y2Cu3Si4Pt,Cu-Pt-Si-Y,AB2C3D4,10,P-4m2,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1112.cif,b5022e148af7d73a3e3fcf6cc07c86f56d48fc48807592b3b9fa8ff2b27c0a38,128,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00129,MatterGen,mattergen_base_unconditional_smoke,Ti2 Cd1 Re1,Ti2CdRe,Cd-Re-Ti,ABC2,4,P4/mmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1113.cif,9501aa501d5c437656fd9452481ba02f20c86360634f54e9f542b5430fc28e6e,129,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00130,MatterGen,mattergen_base_unconditional_smoke,Li3 Ca7 Rh10,Li3Ca7Rh10,Ca-Li-Rh,A3B7C10,20,P1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1114.cif,3202dd5bc193eca41fe60fe26c9ef973bd245a464028e298cb34654e74b42a57,130,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00131,MatterGen,mattergen_base_unconditional_smoke,Er6 Pd4,Er3Pd2,Er-Pd,A2B3,10,C2/m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1115.cif,1155a2fd941ee050782dbef2f8f5547c05bd598f61e9466510cd0fbe11e20f87,131,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00132,MatterGen,mattergen_base_unconditional_smoke,K3 Tb2 Zn1 Br12,K3Tb2ZnBr12,Br-K-Tb-Zn,AB2C3D12,18,P1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1116.cif,b82b7ceb8474045e90faf3adcc1d3332a4c6dfd945fd4ad3ee956c384218173c,132,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00133,MatterGen,mattergen_base_unconditional_smoke,Ca3 Hg1 O4,Ca3HgO4,Ca-Hg-O,AB3C4,8,Cmmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1117.cif,95c30d402b98043e7a48f31d6bb7784ffad789acfd38a0b445ab5d2f01a2d61b,133,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00134,MatterGen,mattergen_base_unconditional_smoke,Br2 Cl4,BrCl2,Br-Cl,AB2,6,P-1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1118.cif,2d0bab998b9591d2a44711919c87d5d73fe3099dd1df5503021eccca7bba2593,134,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00135,MatterGen,mattergen_base_unconditional_smoke,Mg2 Al2 W2 O12,MgAlWO6,Al-Mg-O-W,ABCD6,18,P-31c,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1119.cif,5c6981f9aa626a51e6ff76c82035b8832b19dd833fdf47bdecbe1727fd430549,135,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00136,MatterGen,mattergen_base_unconditional_smoke,Ca2 Y4 Pt4,Ca(YPt)2,Ca-Pt-Y,AB2C2,10,Pm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_112.cif,463a1ab356821f8a84bab2ac8fc7c7445958d5fe9ad9dc056db8f512526540ed,136,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00137,MatterGen,mattergen_base_unconditional_smoke,Sb1 Pb3,SbPb3,Pb-Sb,AB3,4,I4/mmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1120.cif,5847c47af5bf358c537953b27c9f29287d98bab8d8b9b2a0ccd6ee6c8af2acc6,137,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00138,MatterGen,mattergen_base_unconditional_smoke,Y6 Te2 Pb4,Y3TePb2,Pb-Te-Y,AB2C3,12,C2/m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1121.cif,18cfce98b9d5d109f5580d00783a6545e844a9fcc60fdbc3824faddf9a5c1e28,138,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_00139,MatterGen,mattergen_base_unconditional_smoke,Ca2 Mg2 Al2,CaMgAl,Al-Ca-Mg,ABC,6,P6_3/mmc,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1122.cif,d5e17587272157b3a947c1c1bce7041d05088c993efa1dd814d65cda124ab700,139,pymatgen_readable_smoke_candidate
